IncidentID,StartTime (EST),EndTime (EST),RoadName,Suffix,Direction,CrossStreetName,CrossStreetSuffix,CrossStCommonName,MM From,MM To,County,City,Division,Latitude,Longitude,StartLatitude,StartLongitude,EndLatitude,EndLongitude,SubmittedBy,ContactName,ContactPhone,ConstructionDate,ContractNumber,Expected Impact to Traffic,Condition,ConditionName,CommonName,Incident Type,Event,EventName,LanesClosed,LanesTotal,Fatality,Structure Affected,Unusual Event in WorkZone,Commercial Vehicle,Hazardous Materials,Overturned Commercial Vehicle,Reason,DOTNotes,Detour,CreatedOn (EST),LastUpdated (EST),Project,WeightLimit,Width,HeightFt,HeightIn
505146,4/26/2017 6:13:00 AM,4/26/2017 9:13:00 AM,I-485,,Outer Loop,,,,9.0,-999.0,Mecklenburg,In Charlotte,10,35.2313426998998,-80.9703130144318,,,,,tmstevenson,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,Vehicle accident I-485 Outerloop near exit 9 (Old Dowd Rd);all lanes are open; heavy congestion.,,,4/26/2017 6:21:11 AM,4/26/2017 8:17:23 AM,,,,,
505144,4/26/2017 5:26:00 AM,4/26/2017 5:53:03 AM,I-40,,Heading West,SR-1571,,SR-1571,295.0,-999.0,Wake,In Raleigh,5,35.7529645874784,-78.6902762316322,,,,,cljackson8,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Disabled Vehicle,1,None,0,0,False,False,True,False,False,False,"The shoulder reopened near Exit 295, Gorman Street.",RPD 263,,4/26/2017 5:29:06 AM,4/26/2017 5:53:03 AM,,,,,
505136,4/25/2017 10:23:00 PM,4/26/2017 3:47:56 AM,I-77,,Heading North,SR-2158,,Griffith St,30.0,-999.0,Mecklenburg,Near Davidson,10,35.5039030677637,-80.8661476984253,,,,,risibisan,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,True,True,True,False,The left has reopened near Exit 30 (Griffith Street).,"Per FEED , CMPD confrimed- 291",,4/25/2017 10:24:49 PM,4/26/2017 3:47:56 AM,,,,,
505130,4/25/2017 8:59:00 PM,4/25/2017 10:35:17 PM,US-70,,Both Directions,SR-2740,,SR-2740,-999.0,-999.0,Buncombe,Near Swannanoa,13,35.600044,-82.403277,,,,,Hlsimmons,STOC,(877) 627-7862,,,High,1,Lanes Closed,US-70,Vehicle Crash,1,None,2,4,True,False,False,False,False,False,All lanes have reopened near Patton Cove Rd.,"Troop G could not advise if any lanes where closed, gonna call back with info.",,4/25/2017 9:02:41 PM,4/25/2017 10:35:17 PM,,,,,
505126,4/25/2017 8:10:00 PM,4/26/2017 12:33:38 AM,I-85,,Heading North,NC-152,,NC-152,68.0,-999.0,Rowan,Near China Grove,9,35.5686158943113,-80.5605415150446,,,,,ssgriffin1,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,False,False,True,True,False,False,The road has reopened near Exit 68 (NC-152).,"JWC. Per Troop E. TT trailer came loose.
21:05 - Troop E adv OT trailer on shldr, rt ln clsd to remove.
Detour route added and incident time extended due to road closure. 256",Motorist should take Exit 63 (Lane Street) to US-29 North. Turn right onto US-29 North and continue to re-access I-85 North.,4/25/2017 8:12:59 PM,4/26/2017 12:33:38 AM,,,,,
505123,4/25/2017 7:29:00 PM,4/25/2017 9:30:00 PM,I-77,,Heading North,,,,39.0,-999.0,Iredell,Near Statesville,12,35.6366790710223,-80.8636216221207,,,,,AHASH,mrtmc,(704) 342-6814,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,True,False,False,"A crash has caused congestion, all lanes now open",,,4/25/2017 7:31:13 PM,4/25/2017 8:54:46 PM,,,,,
505121,4/25/2017 7:24:00 PM,4/25/2017 7:32:56 PM,I-440,,Heading West,,,,2.0,-999.0,Wake,In Raleigh,5,35.7835715022573,-78.7007615309994,,,,,stminnick,STOC,(877) 627-7862,,,High,10,Lane Closed,,Road Obstruction,1,None,1,3,False,False,False,False,False,False,The right lane has reopened near Exit 2 (Western Boulevard).,CCTV 1084 - STM,,4/25/2017 7:26:48 PM,4/25/2017 7:32:56 PM,I-440 Improvement,,,,
505119,4/25/2017 7:03:00 PM,4/25/2017 8:03:00 PM,I-85,,Heading South,SR-2093,,Belmont-Mount Holly Rd,26.0,-999.0,Gaston,In Belmont,12,35.2572560503049,-81.0433717379215,,,,,DCUNNINGHAM,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,All lanes open.,DC,,4/25/2017 7:06:21 PM,4/25/2017 7:21:30 PM,,,,,
505117,4/25/2017 6:46:00 PM,4/25/2017 8:35:36 PM,US-17,BUS,Heading South,,,,-999.0,-999.0,New Hanover,Near Ogden,3,34.2799741879468,-77.8122816599629,,,,,klsmith8,STOC,(877) 627-7862,,,High,10,Lane Closed,Market Street,Vehicle Crash,1,None,1,5,False,False,False,False,False,False,A lane has reopened near Torchwood Blvd.,SHP Troop B confirmed--KLS,,4/25/2017 6:50:02 PM,4/25/2017 8:35:36 PM,,,,,
505114,4/25/2017 6:22:00 PM,4/25/2017 6:49:12 PM,I-85,,Heading North,NC-152,,NC-152,68.0,-999.0,Rowan,Near China Grove,9,35.5675227900857,-80.561546362149,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Exit 68 (NC-152).,JWC. Per Troop E.,Follow the instructions of emergency responders on-scene.,4/25/2017 6:24:18 PM,4/25/2017 6:49:12 PM,,,,,
505112,4/25/2017 6:09:00 PM,4/25/2017 7:02:58 PM,I-95,,Heading South,SR-1717,,SR-1717,132.0,-999.0,Nash,Near Nashville,4,35.903785,-77.926112,,,,,Hlsimmons,STOC,(877) 627-7862,,,High,5,Road Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near exit 132 ( West Mount Drive).,Troop C advised detour was signed,Follow the directions of law enforcement on scene,4/25/2017 6:11:40 PM,4/25/2017 7:02:58 PM,,,,,
505101,4/25/2017 5:29:00 PM,4/25/2017 6:14:35 PM,I-440,,Heading West,NC-54,,NC-54,3.0,-999.0,Wake,In Raleigh,5,35.7948873168582,-78.6951249041569,,,,,stminnick,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 3 (NC-54/Hillsborough Street).,CCTV 1085 - STM - IMAP,,4/25/2017 5:31:24 PM,4/25/2017 6:14:35 PM,I-440 Improvement,,,,
505100,4/25/2017 5:27:00 PM,4/30/2017 1:50:46 PM,SR-1234,,Both Directions,SR-1234,,Capps Bridge Rd,-999.0,-999.0,Wayne,Goldsboro,4,35.4662585248074,-78.093935842506,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Capps Bridge Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Road closed due to high water.,,,4/25/2017 5:31:05 PM,4/30/2017 1:50:46 PM,,,,,
505099,4/25/2017 5:26:00 PM,4/27/2017 9:00:00 AM,SR-1217,,Both Directions,SR-1008,,Stevens Mill Rd,-999.0,-999.0,Wayne,,4,35.3336414525259,-78.1345173679264,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Beaver Dam Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Road Flooded,,,4/25/2017 5:30:42 PM,4/26/2017 8:19:49 AM,,,,,
505097,4/25/2017 5:24:00 PM,4/25/2017 6:03:05 PM,I-40,,Heading West,,,,285.0,-999.0,Wake,In Morrisville,5,35.8532649434336,-78.8027389334647,,,,,stminnick,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The median has reopened near Exit 285 (Aviation Parkway).,CCTV 1022 - STM,,4/25/2017 5:25:51 PM,4/25/2017 6:03:05 PM,,,,,
505096,4/25/2017 5:22:00 PM,4/30/2017 1:52:17 PM,SR-1331,,Both Directions,US-70,,US-70,-999.0,-999.0,Wayne,,4,35.4646628229347,-78.1230754291057,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Bridgers Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Road Flooded,,,4/25/2017 5:25:25 PM,4/30/2017 1:52:17 PM,,,,,
505095,4/25/2017 5:09:00 PM,4/26/2017 1:00:00 PM,SR-1532,,Both Directions,SR-1616,,SR-1616,-999.0,-999.0,Wayne,In Pikeville,4,35.475122316879,-77.8296341145217,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Lanetown Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Road closed due to high water.,,,4/25/2017 5:24:00 PM,4/26/2017 7:49:11 AM,,,,,
505094,4/25/2017 5:15:00 PM,4/25/2017 6:15:00 PM,I-85,,Heading South,,,S Cannon Blvd,58.0,-999.0,Cabarrus,In Kannapolis,10,35.4452585891385,-80.61265836315,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,True,False,False,False,A crash has caused congestion,,,4/25/2017 5:16:31 PM,4/25/2017 5:16:31 PM,,,,,
505092,4/25/2017 5:08:00 PM,4/25/2017 6:08:32 PM,I-95,,Heading North,US-264,,US-264,122.0,-999.0,Wilson,Near Wilson,4,35.788181,-77.995791,,,,,Hlsimmons,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened.,,,4/25/2017 5:11:44 PM,4/25/2017 6:08:32 PM,,,,,
505091,4/25/2017 5:02:00 PM,4/25/2017 7:30:00 PM,I-85,,Heading North,,,,4.0,-999.0,Cleveland,Near Kings Mountain,12,35.1977743042841,-81.3799484311079,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,True,False,False,A crash has caused congestion on I-85 N between exits 4 and 5. Watch for emergency vehicles in the area,closure per STOC,,4/25/2017 5:04:40 PM,4/25/2017 6:59:25 PM,,,,,
505088,4/25/2017 4:40:00 PM,4/25/2017 6:07:29 PM,NC-68,,Heading North,SR-2085,,SR-2085,-999.0,-999.0,Guilford,Near Greensboro,7,36.1122490390451,-79.9632493108034,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Joseph M. Bryan Boulevard.,JWC. PI per GPD on-scene.,Follow the instructions of emergency responders on-scene.,4/25/2017 4:44:00 PM,4/25/2017 6:07:29 PM,,,,,
505082,4/25/2017 3:57:00 PM,4/25/2017 4:06:17 PM,I-440,,Heading East,US-1,,US-1,11.0,-999.0,Wake,In Raleigh,5,35.8177648126141,-78.6078699569567,,,,,stminnick,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 11 (US-1/Capital Boulevard).,CCTV 1093 - STM,,4/25/2017 3:58:31 PM,4/25/2017 4:06:17 PM,,,,,
505069,4/25/2017 3:09:00 PM,4/25/2017 3:45:00 PM,I-85,,Heading North,,,,39.0,-999.0,Mecklenburg,In Charlotte,10,35.2742430094103,-80.8263939396742,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Disabled Vehicle,1,None,0,0,False,False,False,False,False,False,"A disabled vehicle blocking the left lane has caused congestion, All lanes now open expect delays",,,4/25/2017 3:10:44 PM,4/25/2017 3:20:58 PM,,,,,
505068,4/25/2017 3:08:00 PM,4/25/2017 3:25:28 PM,I-440,,Heading West,NC-54,,NC-54,3.0,-999.0,Wake,In Raleigh,5,35.7954573221786,-78.6949606505933,,,,,stminnick,STOC,(877) 627-7862,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,3,False,False,False,False,False,False,All lanes open near Exit 3 (NC-54/Hillsborough Street).,CCTV 1085 - Darlene Johnson - STM,,4/25/2017 3:10:27 PM,4/25/2017 3:25:28 PM,I-440 Improvement,,,,
505066,4/25/2017 3:00:00 PM,4/25/2017 3:53:30 PM,US-64,,Heading East,,,,433.0,-999.0,Wake,Near Zebulon,5,35.8325941957293,-78.3500545137047,,,,,stminnick,STOC,(877) 627-7862,,,High,2,Shoulder Closed,US-64,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The median has reopened one mile east of Exit 432 (Lizard Lick Road).,CCTV 1434 - STM,,4/25/2017 3:02:38 PM,4/25/2017 3:53:30 PM,,,,,
505058,4/25/2017 2:39:00 PM,4/25/2017 3:13:48 PM,I-40,BUS,Heading East,,,,4.0,-999.0,Forsyth,In Winston-Salem,9,36.0925856514006,-80.271491232186,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened near Exit 4 (Cloverdale Avenue).,JWC. Per IMAP & CCTV 40.,,4/25/2017 2:42:55 PM,4/25/2017 3:13:48 PM,Biz40 WZ,,,,
505053,4/25/2017 2:13:00 PM,4/25/2017 3:01:01 PM,I-40,BUS,Heading East,US-52,,US-52,6.0,-999.0,Forsyth,In Winston-Salem,9,36.0931265386568,-80.231993612823,,,,,jwcorbett3,STOC,(877) 627-7862,,,Medium,3,Ramp Closed,,Vehicle Crash,1,None,0,0,False,False,True,False,False,False,The exit ramp has reopened at Exit 6-A (US-52).,JWC. Per CCTV 18.,,4/25/2017 2:17:45 PM,4/25/2017 3:01:01 PM,,,,,
505049,4/25/2017 4:00:00 AM,4/25/2017 2:30:00 PM,SR-1433,,Both Directions,SR-1525,,Yadkinville Rd,-999.0,-999.0,Forsyth,Near Winston-Salem,9,36.1445691153626,-80.379641108437,,,,,drherrin,"Kevin D. Neal, P. E.",(336) 896-2350,,,High,6,Road Impassable,Olivet Church Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Road impassable due to power lines down.,Duke Power on scene.,,4/25/2017 2:08:39 PM,4/25/2017 2:34:36 PM,,,,,
505045,4/25/2017 1:38:00 PM,4/25/2017 1:47:22 PM,I-40,,Heading East,,,,295.0,-999.0,Wake,In Raleigh,5,35.7537497786459,-78.7129412374837,,,,,dmkirby,STOC,(877) 627-7862,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,3,False,False,True,False,False,False,The right lane has reopened near Exit 295 (Gorman Street).,CCTV 1031 283,,4/25/2017 1:41:18 PM,4/25/2017 1:47:22 PM,,,,,
505044,4/25/2017 1:36:00 PM,4/25/2017 2:36:00 PM,US-29,,Heading North,NC-24,,E WT Harris Blvd,-999.0,-999.0,Mecklenburg,In Charlotte,10,35.3056959997798,-80.7496536313225,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,N Tryon St,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A crash at the intersection on N Tryon St and E WT Harris Blvd is causing delays in all directions through the intersection.,,,4/25/2017 1:39:40 PM,4/25/2017 1:39:40 PM,,,,,
505035,4/25/2017 1:14:00 PM,4/25/2017 2:00:00 PM,I-485,,Inner Loop,,,,39.0,-999.0,Mecklenburg,Near Charlotte,10,35.2532267300117,-80.6551299029745,,,,,ahash,MRTMC,(704) 342-6814,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A crash has the left shoulder closed on on I-485 inner loop near exit 39. Watch for recovery vehicles on the shoulder,,,4/25/2017 1:16:40 PM,4/25/2017 1:28:33 PM,,,,,
505032,4/25/2017 12:58:00 PM,4/25/2017 1:06:27 PM,NC-96,,Both Directions,US-64,,US-64,-999.0,-999.0,Wake,In Zebulon,5,35.8347546180459,-78.3214172115326,,,,,pjherzog,STOC,(877) 627-7862,,,Medium,1,Lanes Closed,N Arendell Ave,Vehicle Crash,1,None,2,4,False,False,False,False,False,False,The two left lanes reopened near US-64.,,,4/25/2017 1:01:16 PM,4/25/2017 1:06:27 PM,,,,,
505028,4/25/2017 12:25:00 PM,4/25/2017 1:02:07 PM,I-40,,Heading West,,,,297.0,-999.0,Wake,Near Raleigh,5,35.7573572402763,-78.6683231771527,,,,,nasparks,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The left lane has reopened at Exit 297 (Lake Wheeler Road).,cctv nas.,,4/25/2017 12:27:44 PM,4/25/2017 1:02:07 PM,,,,,
505007,4/25/2017 11:16:00 AM,4/25/2017 6:00:00 PM,SR-1403,,Both Directions,NC-42,,NC-42,-999.0,-999.0,Harnett,Near Angier,6,35.545886,-78.886752,,,,,mzakdogan,STOC,(877) 627-7862,,,Medium,5,Road Closed,Cokesbury Rd,Road Obstruction,1,None,0,0,False,False,False,False,False,False,"Due to downed power lines, the road is closed between NC-42 and Wade Stephenson Road.&nbsp;",Troop B/OP 279,Follow direction of on scene responders.,4/25/2017 11:19:26 AM,4/25/2017 1:56:52 PM,,,,,
505004,4/25/2017 11:07:00 AM,4/25/2017 12:07:00 PM,I-440,,Heading East,,,,16.0,-999.0,Wake,Near Raleigh,5,35.7541210086412,-78.5890229522609,,,,,nasparks,STOC,(877) 627-7862,,,Medium,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,"The shoulder reopened on the ramp to I-40, Exit 16.",,,4/25/2017 11:11:00 AM,4/25/2017 11:48:53 AM,I-5111 I-40 Widening,,,,
504983,4/25/2017 9:52:00 AM,4/25/2017 10:33:52 AM,I-440,,Heading East,US-70,,US-70,7.0,-999.0,Wake,In Raleigh,5,35.8368377210639,-78.6643992744422,,,,,cbyoumans,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The right lane reopened east of Exit 7 (US-70 / Glenwood Avenue).&nbsp;,CBY  cctv 1089,,4/25/2017 9:55:17 AM,4/25/2017 10:33:52 AM,,,,,
504975,4/25/2017 9:24:00 AM,4/25/2017 9:52:00 AM,I-77,,Heading South,,,,13.0,-999.0,Mecklenburg,In Charlotte,10,35.2733917437485,-80.8466400186055,,,,,tmstevenson,MRTMC,(704) 342-6814,,,Low,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,Vehicle accident I-77 South at exit 13B (I-77); all lanes are open.,,,4/25/2017 9:27:08 AM,4/25/2017 9:52:01 AM,,,,,
504974,4/25/2017 10:00:00 AM,4/28/2017 12:00:00 PM,SR-1705,,Both Directions,SR-1700,,Rodell Barrow Rd,-999.0,-999.0,Wayne,Goldsboro,4,35.4134260713385,-77.8163749504674,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Hood Swamp Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Road closed due to flooding,,,4/25/2017 9:25:24 AM,4/27/2017 7:59:35 AM,,,,,
504971,4/25/2017 9:16:00 AM,4/25/2017 10:24:07 AM,I-40,,Heading West,I-440,,I-440,293.0,-999.0,Wake,In Raleigh,5,35.7579353350364,-78.727859360088,,,,,cbyoumans,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The right lane reopened near Exit 293 (I-440).,CBY  CCTV 1031,,4/25/2017 9:19:52 AM,4/25/2017 10:24:07 AM,,,,,
504944,4/25/2017 8:40:00 AM,4/25/2017 9:41:46 AM,I-40,,Heading West,SR-1973,,SR-1973,282.0,-999.0,Durham,In Durham,5,35.8834972222709,-78.8406969626161,,,,,cbyoumans,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder reopened near Exit 282 (Page Road).&nbsp;,CBY  cctv 1020,,4/25/2017 8:44:52 AM,4/25/2017 9:41:46 AM,,,,,
504937,4/25/2017 8:28:00 AM,4/25/2017 8:56:04 AM,I-40,,Heading West,NC-109,,NC-109,195.0,-999.0,Forsyth,Near Winston-Salem,9,36.058502460324,-80.2116542032264,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The left lane has reopened near Exit 195 (NC-109 / Thomasville Road).,"Google/Here maps detected, CCTV Input 74 confirmed - 293",,4/25/2017 8:32:31 AM,4/25/2017 8:56:04 AM,,,,,
504935,4/25/2017 8:28:00 AM,4/25/2017 8:51:22 AM,I-440,,Heading West,US-64,,US-64,13.0,-999.0,Wake,In Raleigh,5,35.7981577338326,-78.5877654683608,,,,,pjherzog,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"The median has reopened near New Bern Ave, (US-64) Exit 13.",,,4/25/2017 8:30:25 AM,4/25/2017 8:51:22 AM,,,,,
504931,4/25/2017 8:18:00 AM,4/25/2017 1:00:00 PM,SR-1340,,Both Directions,SR-1340,,Morris Rd,-999.0,-999.0,Wayne,,4,35.5204866593861,-78.0511477634658,,,,,waharper,WadeHarper,(919) 739-5330,,,Low,5,Road Closed,Morris Rd,Road Obstruction,1,None,0,0,False,False,False,False,False,False,Road flooding,,,4/25/2017 8:24:49 AM,4/25/2017 8:24:49 AM,,,,,
504926,4/25/2017 8:05:00 AM,4/25/2017 8:15:12 AM,I-40,,Heading East,,,,306.0,-999.0,Wake,Near Raleigh,5,35.695891795485,-78.5761847739304,,,,,dmkirby,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane has reopened near Exit 306 (US-70 Business).,CCTV 1039 283,,4/25/2017 8:09:13 AM,4/25/2017 8:15:12 AM,I-5111 I-40 Widening,,,,
504923,4/25/2017 7:52:00 AM,4/25/2017 8:00:26 AM,I-40,BUS,Heading East,,,,3.0,-999.0,Forsyth,In Winston-Salem,9,36.0929118504589,-80.2732245062618,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The left lane has reopened near Exit 4 (Cloverdale Avenue).,IMAP (P352) - 293,,4/25/2017 7:56:51 AM,4/25/2017 8:00:26 AM,Biz40 WZ,,,,
504922,4/25/2017 7:42:00 AM,4/25/2017 8:35:45 AM,I-40,,Heading East,I-85,,I-85,163.0,-999.0,Orange,Near Hillsborough,7,36.0596703980298,-79.1314189986725,,,,,daparker4,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The gore has reopened at the I-40 / I-85 split.,CCTV Input 1102 - 293,,4/25/2017 7:44:57 AM,4/25/2017 8:35:45 AM,,,,,
504918,4/25/2017 7:38:00 AM,4/25/2017 8:36:14 AM,I-85,,Heading North,I-40,,I-40,163.0,-999.0,Orange,Near Hillsborough,7,36.059941852386,-79.131955581665,,,,,daparker4,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The gore has reopened at the I-40/I-85 split.,CCTV 1102 - 293,,4/25/2017 7:41:18 AM,4/25/2017 8:36:14 AM,,,,,
504913,4/25/2017 7:10:00 AM,4/25/2017 9:28:26 AM,US-501,,Heading North,,,,-999.0,-999.0,Durham,Near Durham,5,36.1707801886252,-78.9041169644576,,,,,cbyoumans,STOC,(877) 627-7862,,,High,10,Lane Closed,US-501,Vehicle Crash,1,None,1,2,False,False,False,True,False,False,A northbound lane reopened near Straightaway Lane.&nbsp;,SHP CBY,,4/25/2017 7:21:43 AM,4/25/2017 9:28:26 AM,,,,,
504912,4/25/2017 6:00:00 AM,4/25/2017 9:00:00 AM,SR-1710,,Both Directions,SR-1890,,Buckboard Dr,-999.0,-999.0,Orange,In Hillsborough,7,36.0391650952776,-79.058398495722,,,,,bjhowell,John Howell,(919) 732-4330,,,Low,5,Road Closed,Old No 10,Road Obstruction,1,None,0,0,False,False,False,False,False,False,Tree blocking roadway.,,,4/25/2017 7:19:50 AM,4/25/2017 7:19:50 AM,,,,,
504911,4/25/2017 7:14:00 AM,4/25/2017 8:38:36 AM,US-1,,Heading South,NC-540,,NC-540,93.0,-999.0,Wake,In Apex,5,35.6948826283606,-78.876542520523,,,,,pjherzog,STOC,(877) 627-7862,,,Medium,3,Ramp Closed,US-1,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"The merge lane has reopened near NC-540, Exit 93.",,,4/25/2017 7:17:44 AM,4/25/2017 8:38:36 AM,,,,,
504909,4/25/2017 5:00:00 AM,4/25/2017 9:00:00 AM,SR-1010,,Both Directions,SR-1750,,Estes Hill School,-999.0,-999.0,Orange,In Chapel Hill,7,35.9216913574586,-79.0386616130992,,,,,bjhowell,John Howell,(919) 732-4330,,,Medium,1,Lanes Closed,Franklin St,Road Obstruction,1,None,3,4,False,False,False,False,False,False,Tree blocking roadway.&nbsp; One lane is available at this time.,,,4/25/2017 7:14:56 AM,4/25/2017 7:14:56 AM,,,,,
504908,4/25/2017 7:05:00 AM,4/25/2017 7:19:11 AM,I-85,,Heading South,US-70,,US-70,169.0,-999.0,Orange,Near Hillsborough,7,36.0458127201148,-79.0441254098604,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened near south of Exit 170 (US-70 / US-70 BUS).,CCTV Input 1106 - 293,,4/25/2017 7:12:50 AM,4/25/2017 7:19:11 AM,,,,,
504906,4/25/2017 3:00:00 AM,4/25/2017 9:00:00 AM,SR-1575,,Both Directions,NC-157,,NC-157,-999.0,-999.0,Orange,Hillsborough,7,36.1560991157031,-78.9707207669488,,,,,sgroberts1,John Howell,(919) 732-4330,,,Low,5,Road Closed,Walker Farm Rd,Road Obstruction,1,None,0,0,False,False,False,False,False,False,Road is closed due to downed tree and powerlines.&nbsp;,,,4/25/2017 7:06:10 AM,4/25/2017 7:13:30 AM,,,,,
504904,4/25/2017 7:02:00 AM,4/25/2017 8:13:40 AM,I-440,,Heading West,,,,2.0,-999.0,Wake,In Raleigh,5,35.7848398735842,-78.6997782154083,,,,,pjherzog,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,"The right lane has reopened near Western Blvd, Exit 2.",CCTV 1084 RPD 10-23 @ 702,,4/25/2017 7:04:18 AM,4/25/2017 8:13:40 AM,I-440 Improvement,,,,
504902,4/25/2017 6:26:00 AM,4/25/2017 1:27:45 PM,US-264,,Heading West,NC-39,,NC-39,21.0,-999.0,Wake,Near Zebulon,5,35.8204856946432,-78.2673976418515,,,,,pjherzog,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,US-264,Road Obstruction,1,None,0,0,False,False,False,False,False,False,"The road has reopened at Exit 21, NC-39.",,,4/25/2017 6:36:27 AM,4/25/2017 1:27:45 PM,,,,,
504896,4/25/2017 6:06:00 AM,4/25/2017 6:25:14 AM,I-77,,Heading South,,,,11.0,-999.0,Mecklenburg,In Charlotte,10,35.2417027444806,-80.8497220228528,,,,,tmstevenson,MRTMC,(704) 342-6814,,,Low,2,Shoulder Closed,,Disabled Vehicle,1,None,0,0,False,False,False,False,False,False,Disabled vehicle I-77 South at exit 11 (Brookshire Frwy); all lanes are open.,,,4/25/2017 6:09:41 AM,4/25/2017 6:25:14 AM,,,,,
